,text,sentiment,sentiment_label
2380,kemarin coba mbkm cerita mama teman kuliah mbkm alhamdulillah qadarullah lulus mbkm same case kayak daftar ic tau ya keluarga teman daftar ic alhamdulillah qodarullah lulus,32,Positif
2381,juni sidang skripsi juni sidang tesis tambah mbkm banten summerschool hiroshima exchange fukuoka conference events inter freelance kota padat banget ngangenin,3,Positif
2382,gue wkwk asli niat niat join mbkm lolos stop kerja fokus kuliah upgrade skill alhamdulillah gagal mbkm ganti ajar,13,Positif
2383,capek mbkm sih,4,Positif
2384,kalo mbkm berat lu ambil mbkm optional and then kalo awardee kontribusi komunitas sih kritik without any constructivism,-8,Negatif
2385,nder makan ngehindarin smt mbkm,1,Positif
2386,hahhaha request mbkm pindah jurus,1,Positif
2387,sih kalo wkwk smt mbkm,0,Netral
2388,iya banget cari internship linkedin kayak jarang banget intern minimal alam tahun alam bingung cari mana ya loker intern mbkm smt,-2,Negatif
2389,gue pas metopen pas mbkm smt bingung total teman keluh kesah wkwkwk sih banget rumah suka chat menang,25,Positif
2390,pranata laboratorium didik sukses program mbkm,3,Positif
2391,loh matkul wajib ya prodi ku konversi mbkm tempuh,2,Positif
2392,bikin logbook mbkm minggu,0,Netral
2393,pas semester nya ambil mbkm rugi sih kkn sih,-7,Negatif
2394,mah mundur malas lanjus si terap dosen vokasinya dosen vokasi doktor guru biar praktisi dosen tamu vokasi magang semester lazim beda akademik populer era mbkm,3,Positif
2395,smgt nder fokus mbkm,3,Positif
2396,dosen saran anak saintek tani ambil mbkm kuasa ilmu praktik laku mbkm konversi banding sks ambil porsi ilmu praktik,7,Positif
2397,habis speedrun lapor mbkm ngiranya deadline maret,5,Positif
2398,terima kasih nyiptain program mbkm,4,Positif
2399,finallyy mbkm gue konversi,0,Netral
2400,mbkm restless banget lu enak iya iya koor,6,Positif
2401,uny sender curhat sih suka orang obrol tatap muka chatan cuman ketemu mbkm semester banget save nomor satusatunya nomor dengan cont,8,Positif
2402,eh dikonsulin logbook mbkm sih anjir gua bingung banget apakh garap,-1,Negatif
2403,crita dikit semester ambil matkul skripsi gara-gara mbkm ku matkul ku sks penuh ngambil skripsi sedih ya lulus semester gara-gara sks doang yaallah nyeseg cerita,-12,Negatif
2404,nafas urus magang mbkm masalah,-4,Negatif
2405,ju mbkm asistensi teliti cuan ilmu terap langsung masyarakat,7,Positif
2406,relokasi program tuh program doang mbkm kampus gaperlu relokasi,1,Positif
2407,alhamdulillah gajadi masuk uin gaboleh ngekos masuk pts rumah hikmah lolos salah program mbkm,-11,Negatif
2408,gua pakai ya uang bbh mbkm purple nya an sisa sih uang bbhnya sayangg,-3,Negatif
2409,iki nek awak iso belah dadi loro wes belah siji melu mbkm sijine nih melu dubas jateng wes ya bu jadwal ya akeh sg ruwett ikii,-2,Negatif
2410,revolusi entar mbkm kukeru,0,Netral
2411,kasih opini ya nder apa kalo santai iri achievement orang pakai sure kupukupu jadwal kuliah latih dsb bantu cv mbkm dll depan,8,Positif
2412,kayak kuliah smt kemarin doang mbkm magang ta,-4,Negatif
2413,kemarin teliti mbkm kait rumah kasar miskin desain minimum masyarakat suruh tinggal multigenerasi meanwhile menteri,2,Positif
2414,core mbkm kayak output guru tuh ketrampilan butuh butuh lebih dsb simpul butuh porsi hardsoftskill,-7,Negatif
2415,bahasbahas giat nonakademik bahas mbkm highlight mbkm curiga mbkm langgeng upaya industri tenaga kerja murah program mbkm unpaid tuju mbkm kait libat industri,20,Positif
2416,barusan lihat transkrip sadar sks gue banget anying sks gara gue kali konversi mbkm riset tugas deh kaya tambah sks matkul universitas btw pas era msib gue konversi anying,9,Positif
2417,gue alas izin mbkm besok,-4,Negatif
2418,kampus gua iya mbkm aa,-3,Negatif
2419,wow benar this is the end of jalan konversi alhamdulillah masuk gapura ub teman teman war is over sidang nasi mbkm konversi lpj and ready face skripshit mata,2,Positif
2420,satdik kp guru sekolah tengah taruna laksana agam giat merdeka ajar kampus merdeka mbkm mandiri lokasi lho lengkap yuk simak infografik kkpbeyond sdmkp sdmunggul,20,Positif
2421,sobatbahari bppsdmkp komitmen tingkat standar mutu satdik kp adopsi skema mbkm keg ajar ajar laksana kampusruang kelas praktik upt lingkup bppsdm kp amp magang dudi,-4,Negatif
2422,sangatt exitedd semester asa masuk ptn mbkm doang kayak gue mikir sempat masuk itb tuhan asih ibu jalan gue coba,5,Positif
2423,gua mbkm tubes gua habis heyy semester tinggal matkul pilih matkul terap dosen,-4,Negatif
2424,benefit daftar akprof kenal ordal company nama akses bebas materi kelas klimaks sih tau mbkm magang exchange sih update atur didik akademik amp profesi psikolog,2,Positif
2425,hahah kerja ya nder gue pas produktif banget pas kuliah notif organisasi kerja notif deadline tugas program mbkm dpl allahuakbar nyebut mulu,19,Positif
2426,lolos instansi perintah mbkm kak,-7,Negatif
2427,alam loh dijelasin mbkm bikin candu,5,Positif
2428,kuliah mbkm gila semester full giat pp kampus jam huahahahahahaha,4,Positif
2429,tolong acc judul pakk sempro sesuai timeline mbkm riset habis lebaran semproo,11,Positif
2430,mimpi cowok taksir mbkm,5,Positif
2431,alumni mbkm msib tarik kampus merdeka kalo begitu bebas kkn skripsi blok matkul kucur dana,6,Positif
2432,visitasi dosen mbkm ugm lingkup bsip sdlp rangka tingkat kualitas ajar merdeka ajar kampus merdeka mbkm balai uji standar instrumen sumberdaya lahan tani bsip sdlp terima kunjung dosen universitas gajah mada ugm,3,Positif
2433,pt mbkm hambur uang negara konsep,-3,Negatif
2434,maret mbkm giat selangor inap inap milik masjid bandar seri putra bang subuh nikmat canai kawasan toko masjid bersih rokok murah suasana leluasa ajar,15,Positif
2435,konversi mbkm kak wmk niat konversi kkn dijanjiin konversi eh pas selesai tbtb konversi wkwk sedih,0,Netral
2436,warehouse anak mbkm ipb sumbar gua orang sumatera selatan pas libur gua ajak nginep mess asrama ipb anjir,2,Positif
2437,alumni bangkit mbkm ambil studi independen ayo guys sharing lo sih segitu cepetnya serah,8,Positif
2438,iso lok mbkm semester libur ta,0,Netral
2439,pas kae ng munggahe cepat banget wedi gemuk mudun ng cepat banget gara-gara mbkm harap perlahan mbalik mudun nih ng,6,Positif
2440,bilang ribu kali temantemanku kuliah reguler mbkm bilang,1,Positif
2441,mbkm salah dekat politik didik radikal nkkbkk kembali mahasiswa kembang normalisasi mbkm bentuk cipta normalitas normalitas calon kerja eksploitasi,4,Positif
2442,um maaf mbkm info um libur puasa ya terima kasih,8,Positif
2443,yupi mbkm ngehindarin tugas kelompok anggota kayak tahi tautaunya beda kelompok anggota susah dihubungin manage disiplin anjeng plis seleksi ketat gue muak,-40,Negatif
2444,plis bantuin sholat biar phase biar bbh mbkm gue turun,11,Positif
2445,entar kalo kuliah kangen mbkm teman teman mbkm asikp,4,Positif
2446,asih saran semester rawan projek magang sok atuh nikah wajib kali mbkm wkwkwk,2,Positif
2447,selamat sambut ramadhan al mubarak muslimin muslimat ikhlas majlis buku bangsa malaysia,12,Positif
2448,temenku persis omong grub mbkm hp nya hack,-8,Negatif
2449,mbkm iisma,0,Netral
2450,mahasiswa angkat mbkm kak,3,Positif
2451,list program mbkm smstr pmm smstr msib soon smstr iisma soon amin sih,3,Positif
2452,sobathebat rabu kemarin uty jalin kerja industri nih kali kerja jalin fokus tri dharma pt mbkm utama bidang magang mahasiswa sobat more info,8,Positif
2453,lawan mbkm normalitas antusiasme magang tukar studi independen fungsionaris bem bagi cari samping massa bayar demo puji perintah,3,Positif
2454,mbkm tuh,0,Netral
2455,another day another time realize gue terima ketua mbkm,2,Positif
2456,bjir chat anak smk pas mbkm baku banget bahasa asa dosen gue,4,Positif
2457,konteks nya sih nder chat nya erti mbkm kah lomba jujur cuman konversi sks dikit sih ambil sks nilai banding capek lomba cuman harga sks,15,Positif
2458,mbkm pilih pilih kalo pilih heheheh tau,-10,Negatif
2459,kemarin pas ttd dosen aju konversi sks dikomen sayang banget konversi ilmu ya ya bu kalo mbkm wajib ambil mending kuliah dahmasa iya magang kuliah pingsan,10,Positif
2460,jaman mbkm sepi mencar mah banget entar skripsi kumpul jaman after college sepi deh rem orang mencar journey either kerja kota a b sih orang kampung,-12,Negatif
2461,cok bilang aing mbkm konversi sks aing sks konversi gkpapa sih,0,Netral
2462,selamat sekolah murid guru negara selamat mula jalan didik murid guruguru hormat terima kasih sungguh dedikasi bentuk minda generasi pendidikanmanusiawi,27,Positif
2463,bsip lingkung tani dukung penuh program mbkm giat ajar kelas contoh materi tani ramah lingkung biochar mahasiswa universitas gadjah mada,7,Positif
2464,tuju lingkung kuliah kualitas dosen fasilitas dll mbkm tukar ajar ptn favorit bawah univku ya peringkat rasa banget beda,13,Positif
2465,gainget nyaritau lulus mbkm bentar caw fpsi,5,Positif
2466,ya salah cek linkedin perlu profesional iyasih pas ngelamar magang mbkm ig sengaruh sih user pengin tau giat preferensi tolak ukur lolos,-7,Negatif
2467,adik magang mbkm lo point pin alpine,0,Netral
2468,jumat bsip lingkung tani ada seminar proposal magang mbkm mahasiswa universitas gadjah mada seminar ruang rapat agrostandar hadir bimbing magang dosen jurus ilmu tanah ugm mahasiswa magang universitas,13,Positif
2469,mbkm bmkg projectnya bikin prototipe earthquake early warning system moga kalo selesai projectnya diterapin publik,3,Positif
2470,lolos mbkm jogja orang bandung,-4,Negatif
2471,sempat diskus tarunai praktik kerja lapang program mbkm kkpbeyond sdmkp sdmunggul ekonomibiru pendidikankp,5,Positif
2472,lucu sih teman gua rt twit tuju mbkm pendidikanmahasiswa ikut industri sindir unironically gua lulus kimia,-1,Negatif
2473,tugas lapor mbkm artikel ilmiah makalah asean,-3,Negatif
2474,dekan fakultas tani prof r marsuki iswandi bahasa magang salah program merdeka ajar kampus merdeka mbkm mana semester mahasiswa sempat ajar program studi,-2,Negatif
2475,tips nya kak ldr bentar sih mbkm minggu tantrum huhuu lebaran pulang habis berangkat,-3,Negatif
2476,guru akreditasi prodi kurikulum adaptasi mbkm skor terpengaruhitidak,2,Positif
2477,implementasi merdeka ajar kampus merdeka mbkm program studi geofisika sekolah meteorologi klimatologi geofisika bbmkg wilayah ii laksana giat mbkm maret juni bmkg bbmkg stmkg bbmkgterbaik timterbaik,4,Positif
2478,syarat mbkm nder,0,Netral
2479,gue speechless pas teman gue curhat dobolehin kating organisasi mbkm ati deh kating takut redflag anjir,9,Positif
2480,stres banget anjing mbkm mahasiswa bjir rada,-7,Negatif
2481,kating omong mbkm mahasiswa bilang bangun nama kampus kampus tau teman gue nurut jarang masuk kls,-11,Negatif
2482,ut rencana cuti semester kalo on going semester ya semester program magang orang stupen mbkm mahasiswa aktif aju cuti,11,Positif
2483,if this wasnt my friend pmm kampus ajar mbkm like enough,1,Positif
2484,raa bilang program mbkm bikin btw tutup,-2,Negatif
2485,ospek mbkm doang wkwk,1,Positif
2486,kalo dosen mbkm nya kaya rela jam ajar ngantuk,6,Positif
2487,kayak program msib deh kak tau ya kalo mbkm sender usaha royal asih gaji magang gedee enakk banget moga tular xixixixi,-1,Negatif
2488,linkedinnya ollie bearman driving for ferrari formula one team at the age of bekal daftar mbkm semangat dik,9,Positif
2489,uny kakak teman konversi kkn program mbkm hasil konversi kayak magang merdeka stupen wmk,0,Netral
2490,bimtek proklim kab tana toraja enumerator jelas dokumentasi usul proklim tata isi data proklim enumerator tlkm asal mahasiswa magang mbkm fak hutan unhas orang,3,Positif
2491,semester max sks kalo konversi sks gue smstr konversi gua cuman fokus magang mbkm masuk kls kampus kalo korban matkul gantung kampus msing sih kalo matkul wajib mesti ambil biasany pindah smstr,-19,Negatif
2492,timbil tuh nama proker gede isi welstaff bupusma mohon maaf mbkm wkwkw mbkm hihihi sok kahim meng all proker timbil,8,Positif
2493,novemberdesember urus mbkm uas desemberjanuari stressin mbkm januarifeb riset sulawesi pulang sakit febmaret sakit minggu maksa lanjut kerja riset urus iisma magang himeng maretgatau magang urus iisma,-11,Negatif
2494,tarunataruni orang laksana giat mbkm upt bmkg indonesia salah satu stasiun geofisika sleman ikut juni,-4,Negatif
2495,hayuk nderr teman ku mbkm,0,Netral
2496,pagiee pusing pikir mbkm tbtb,-3,Negatif
2497,rasai mbkm terjemah orang mbkm guru inggris smpsma otomatis orang tinggal smt matkul terjemah banget hasil terjemah butuh baik,10,Positif
2498,samping atur mbkm opsional wajib rancang pilih pilih konsisten target mhs mbkm persen dll biar mhs pilih tanggung pilih,-9,Negatif
2499,benar prodi ku soshum giat mbkm apa konversi kalo linearrelevan jurus kalo sksnya utang matkul wajib ya tambah semestertahun resiko pilih tambah alam,3,Positif
2500,mhs nilai bagus matkul rekognisi kuasa capai ajar kontra kalang dosen matkul mbkm jadi bagi ipk kontroversi output nilai mbkm kalang dosen,24,Positif
2501,tunggu aplikasi adil tuju mbkm konversi sks konversi nilai cplnya kali sulit dilakulan,9,Positif
2502,standar nilai matkul hasil rekognisi seringkali mudah matkul normal adil mhs ambil matkul rekognisi mbkm nilai a sks rekognisi output effortnya beda nilai a sks matkul diskriminasi hilang,36,Positif
2503,threadnya salah kampus dorong mbkm magang,-4,Negatif
2504,coba cari atur resmi ketemu alhamdulillah dampak bantu mhs dosen mbkm rekognisi matkul jadi bagi ipk dampak,16,Positif
2505,update baru teknis mbkm dengar real tugas ajar sks rekognisi mbkm pakai bagi ipk dekat kondisi harap,15,Positif
2506,mbkm sistem jelek mhsw mbkm preferred user prefer alam alhasil reach program efektif hemat efektif kalo mahasiswa batas maksimal kali mbkm kuliah,8,Positif
2507,bahas mbkm dorong mahasiswa pikir jangka pendek duit kerja mampu pikir kritis turun,8,Positif
2508,jujur gue mbkm serius gue tekunin ya bangkit wkwkwkwk sisa gue ilmu beban beban gue fine fine ya pengin nikmat mahasiswa,8,Positif
2509,adekku mbkm usaha apply msib pailit kemarin tau kusaranin kuliah reguler fokus skripsi kkn dll mbkm tuh wajib jujur bingung pas jelasin,1,Positif
2510,adekku cerita teman sesal mbkm nguasain metopen konversi mbkmmsib laku fakultas,3,Positif
2511,mbkm cimahi ya,4,Positif
2512,tanya metode magang mbkm angkat kuliah mbkm magang kamidurasi teoritis praktikal sidang magang usaha nilai dosbing logbooklaporan magang presentasi kampus,5,Positif
2513,sila program mbkm buyar batas sarjana diploma diploma,-2,Negatif
2514,matkul matkul kali sksmatkul sks matkul kali sksmatkul sks matkul kali sksmatkul sks total sks tuh prodi list mata kuliah konversi mbkm disesuain kurikulum usaha masingmasing kalo relevan,0,Netral
2515,tim pro mbkm intern salah multinational company mitra msib erti tara sks mhs fokus magang fulltime kuliah outputgoals tuju capai optimal,9,Positif
2516,kembali esens sarjana diploma muncul program mbkm masyarakat edukasi perintah fasilitator industri,1,Positif
2517,pikir rugi mbkm blok sks then again at this point ipk gue diboost signfikan sok tough luck,0,Netral
2518,fortunately gue kelas mbkm diconvert sks sungguh privilege stupen magang,-3,Negatif
2519,untung psiko bayang lu konversi sks psikog psisos filsafat psikologi psium sstl mbkm sosmed specialist sakit lo,3,Positif
2520,maklum ajar kemarin banyak presentasi mhsw mbkm kelas bapak jelasin dengar enakk seru,8,Positif
2521,kalo kampus sih mbkm min semester kemarin dosen wali kagak smt atas itu full konversi sks smt,-9,Negatif
2522,imo minus instead of fixing the issue itself theyre just throwing hates mbkm general btw kayak alih isu deh angin ujan tbtb bahas mbkm,-5,Negatif
2523,mbkm goreng bulan deh hadehh,0,Netral
2524,mbkm magang studi independen abdi iisma riset dll lagipula mbkm wajib opsi mbkm minat ya mbkm beneficial mata mahasiswa banding kelas realita hidup,10,Positif
2525,gue gaikut mbkm sih mbkm muncul prodi gue ribett banget izin kasihan teman gue ikut diam ikut panya nentang banget disetujuin convert sks alias full kuliah matkul packed banget,0,Netral
2526,msib tuh wajar mbkm wajib smt ya mentok kali mending coba mbkm tukar ajar research stupen magang mulu kalo magang mandiri mbkm ya tau paparin norma fakultas,5,Positif
2527,semester mbkm konversi,0,Netral
2528,duh opini kayak gua rasai mbkm anjir smt opini kayak nya,-11,Negatif
2529,i doubt who stand against mbkm are who live strucktural property hidup privileged relasi finansial mbkm bantu mhs alam relasi bekal pakai better life msib,19,Positif
2530,tuh kampus deh semester masa join organisasi tingkat fakultasuniv ya nurun drastis banget minat organisasi pengin mbkm,21,Positif
2531,memang dibagibagi ya langsung brek sks fakultas ya jatohnya konversi ya kayak matkul khusus kait mbkm ya bagi sks sks sks bagi jelek heuu,19,Positif
2532,maksud sadam geof asih matkul dell mbkm linier alias peryamina,6,Positif
2533,atur matkul mbkm gakboleh nilai gaksalah transkrip lulus mata kuliah nilai sksnya gakdipake bagi ipk,20,Positif
2534,sia latih intense eh muncul sih mbkm fkh uner dada tahoe bulat ituc gagal konser deh hiks mnangies tambah uas ngejar skripshit tian taramakjreng latih skill bayi lantai,-5,Negatif
2535,thus my last word struktural kerja layak bare minimum si orang kuliah si opsi kuliah kerjamagang masuk nilai kayak mbkm ya,10,Positif
